trackName,artistName,album,duration
Cascades : I'm Not Your Lover,Deep Purple,Purpendicular,283.689
The Aviator,Deep Purple,Purpendicular,320.992
Rosa's Cantina,Deep Purple,Purpendicular,312.372
A Castle Full Of Rascals,Deep Purple,Purpendicular,311.693
A Touch Away,Deep Purple,Purpendicular,276.323
Hey Cisco,Deep Purple,Purpendicular,354.089
Somebody Stole My Guitar,Deep Purple,Purpendicular,249.443
The Purpendicular Waltz,Deep Purple,Purpendicular,283.924
King Of Dreams,Deep Purple,Slaves And Masters,328.385
The Cut Runs Deep,Deep Purple,Slaves And Masters,342.752
Fire In The Basement,Deep Purple,Slaves And Masters,283.977
Truth Hurts,Deep Purple,Slaves And Masters,314.827
Breakfast In Bed,Deep Purple,Slaves And Masters,317.126
Love Conquers All,Deep Purple,Slaves And Masters,227.186
Fortuneteller,Deep Purple,Slaves And Masters,349.335
Too Much Is Not Enough,Deep Purple,Slaves And Masters,257.724
Wicked Ways,Deep Purple,Slaves And Masters,393.691
Stormbringer,Deep Purple,Stormbringer,246.413
Love Don't Mean a Thing,Deep Purple,Stormbringer,263.862
Holy Man,Deep Purple,Stormbringer,270.236
Hold On,Deep Purple,Stormbringer,306.86
Lady Double Dealer,Deep Purple,Stormbringer,201.482
You Can't Do it Right (With the One You Love),Deep Purple,Stormbringer,203.755
High Ball Shooter,Deep Purple,Stormbringer,267.833
The Gypsy,Deep Purple,Stormbringer,242.886
Soldier Of Fortune,Deep Purple,Stormbringer,193.75
The Battle Rages On,Deep Purple,The Battle Rages On,356.963
Lick It Up,Deep Purple,The Battle Rages On,240.274
Anya,Deep Purple,The Battle Rages On,392.437
Talk About Love,Deep Purple,The Battle Rages On,247.823
Time To Kill,Deep Purple,The Battle Rages On,351.033
Ramshackle Man,Deep Purple,The Battle Rages On,334.445
A Twist In The Tail,Deep Purple,The Battle Rages On,257.462
Nasty Piece Of Work,Deep Purple,The Battle Rages On,276.662
Solitaire,Deep Purple,The Battle Rages On,282.226
One Man's Meat,Deep Purple,The Battle Rages On,278.804
Pour Some Sugar On Me,Def Leppard,Vault: Def Leppard's Greatest Hits,292.519
Photograph,Def Leppard,Vault: Def Leppard's Greatest Hits,248.633
Love Bites,Def Leppard,Vault: Def Leppard's Greatest Hits,346.853
Let's Get Rocked,Def Leppard,Vault: Def Leppard's Greatest Hits,296.019
Two Steps Behind [Acoustic Version],Def Leppard,Vault: Def Leppard's Greatest Hits,259.787
Animal,Def Leppard,Vault: Def Leppard's Greatest Hits,244.741
Heaven Is,Def Leppard,Vault: Def Leppard's Greatest Hits,214.021
Rocket,Def Leppard,Vault: Def Leppard's Greatest Hits,247.248
When Love & Hate Collide,Def Leppard,Vault: Def Leppard's Greatest Hits,257.28
Action,Def Leppard,Vault: Def Leppard's Greatest Hits,220.604
Make Love Like A Man,Def Leppard,Vault: Def Leppard's Greatest Hits,255.66
Armageddon It,Def Leppard,Vault: Def Leppard's Greatest Hits,322.455
Have You Ever Needed Someone So Bad,Def Leppard,Vault: Def Leppard's Greatest Hits,319.32
Rock Of Ages,Def Leppard,Vault: Def Leppard's Greatest Hits,248.424
Hysteria,Def Leppard,Vault: Def Leppard's Greatest Hits,355.056
Bringin' On The Heartbreak,Def Leppard,Vault: Def Leppard's Greatest Hits,272.457
Roll Call,Dennis Chambers,Outbreak,321.358
Otay,Dennis Chambers,Outbreak,423.653
Groovus Interruptus,Dennis Chambers,Outbreak,319.373
Paris On Mine,Dennis Chambers,Outbreak,368.875
In Time,Dennis Chambers,Outbreak,368.953
Plan B,Dennis Chambers,Outbreak,272.039
"Baltimore, DC",Dennis Chambers,Outbreak,346.932
Talkin Loud and Saying Nothin,Dennis Chambers,Outbreak,360.411
Pétala,Djavan,Djavan Ao Vivo - Vol. 02,270.08
Meu Bem-Querer,Djavan,Djavan Ao Vivo - Vol. 02,255.608
Cigano,Djavan,Djavan Ao Vivo - Vol. 02,304.692
Boa Noite,Djavan,Djavan Ao Vivo - Vol. 02,338.755
Fato Consumado,Djavan,Djavan Ao Vivo - Vol. 02,211.565
Faltando Um Pedaço,Djavan,Djavan Ao Vivo - Vol. 02,267.728
Álibi,Djavan,Djavan Ao Vivo - Vol. 02,213.237
Esquinas,Djavan,Djavan Ao Vivo - Vol. 02,280.999
Se...,Djavan,Djavan Ao Vivo - Vol. 02,286.432
Eu Te Devoro,Djavan,Djavan Ao Vivo - Vol. 02,311.614
Lilás,Djavan,Djavan Ao Vivo - Vol. 02,274.181
Acelerou,Djavan,Djavan Ao Vivo - Vol. 02,284.081
Um Amor Puro,Djavan,Djavan Ao Vivo - Vol. 02,327.784
Samurai,Djavan,Djavan Ao Vivo - Vol. 1,330.997
Nem Um Dia,Djavan,Djavan Ao Vivo - Vol. 1,337.423
Oceano,Djavan,Djavan Ao Vivo - Vol. 1,217.338
Açai,Djavan,Djavan Ao Vivo - Vol. 1,270.968
Serrado,Djavan,Djavan Ao Vivo - Vol. 1,295.314
Flor De Lis,Djavan,Djavan Ao Vivo - Vol. 1,236.355
Amar É Tudo,Djavan,Djavan Ao Vivo - Vol. 1,211.617
Azul,Djavan,Djavan Ao Vivo - Vol. 1,253.962
Seduzir,Djavan,Djavan Ao Vivo - Vol. 1,277.524
A Carta,Djavan,Djavan Ao Vivo - Vol. 1,347.297
Sina,Djavan,Djavan Ao Vivo - Vol. 1,268.173
Acelerou,Djavan,Djavan Ao Vivo - Vol. 1,284.133
Um Amor Puro,Djavan,Djavan Ao Vivo - Vol. 1,327.105
O Bêbado e a Equilibrista,Elis Regina,Elis Regina-Minha História,223.059
O Mestre-Sala dos Mares,Elis Regina,Elis Regina-Minha História,186.226
Atrás da Porta,Elis Regina,Elis Regina-Minha História,166.608
"Dois Pra Lá, Dois Pra Cá",Elis Regina,Elis Regina-Minha História,263.026
Casa no Campo,Elis Regina,Elis Regina-Minha História,170.788
Romaria,Elis Regina,Elis Regina-Minha História,242.834
"Alô, Alô, Marciano",Elis Regina,Elis Regina-Minha História,241.397
Me Deixas Louca,Elis Regina,Elis Regina-Minha História,214.831
Fascinação,Elis Regina,Elis Regina-Minha História,180.793
Saudosa Maloca,Elis Regina,Elis Regina-Minha História,278.125
As Aparências Enganam,Elis Regina,Elis Regina-Minha História,247.379
Madalena,Elis Regina,Elis Regina-Minha História,157.387
Maria Rosa,Elis Regina,Elis Regina-Minha História,232.803
Aprendendo A Jogar,Elis Regina,Elis Regina-Minha História,290.664
Layla,Eric Clapton,The Cream Of Clapton,430.733
Badge,Eric Clapton,The Cream Of Clapton,163.552
I Feel Free,Eric Clapton,The Cream Of Clapton,174.576
Sunshine Of Your Love,Eric Clapton,The Cream Of Clapton,252.891
Crossroads,Eric Clapton,The Cream Of Clapton,253.335
Strange Brew,Eric Clapton,The Cream Of Clapton,167.81
White Room,Eric Clapton,The Cream Of Clapton,301.583
Bell Bottom Blues,Eric Clapton,The Cream Of Clapton,304.744
Cocaine,Eric Clapton,The Cream Of Clapton,215.928
I Shot The Sheriff,Eric Clapton,The Cream Of Clapton,263.862
After Midnight,Eric Clapton,The Cream Of Clapton,191.32
Swing Low Sweet Chariot,Eric Clapton,The Cream Of Clapton,208.143
Lay Down Sally,Eric Clapton,The Cream Of Clapton,231.732
Knockin On Heavens Door,Eric Clapton,The Cream Of Clapton,264.411
Wonderful Tonight,Eric Clapton,The Cream Of Clapton,221.387
Let It Grow,Eric Clapton,The Cream Of Clapton,297.064
Promises,Eric Clapton,The Cream Of Clapton,180.401
I Can't Stand It,Eric Clapton,The Cream Of Clapton,249.73
Signe,Eric Clapton,Unplugged,193.515
Before You Accuse Me,Eric Clapton,Unplugged,224.339
Hey Hey,Eric Clapton,Unplugged,196.466
Tears In Heaven,Eric Clapton,Unplugged,274.729
Lonely Stranger,Eric Clapton,Unplugged,328.724
Nobody Knows You When You're Down & Out,Eric Clapton,Unplugged,231.836
Layla,Eric Clapton,Unplugged,285.387
Running On Faith,Eric Clapton,Unplugged,378.984
Walkin' Blues,Eric Clapton,Unplugged,226.429
Alberta,Eric Clapton,Unplugged,222.406
San Francisco Bay Blues,Eric Clapton,Unplugged,203.363
Malted Milk,Eric Clapton,Unplugged,216.528
Old Love,Eric Clapton,Unplugged,472.92
Rollin' And Tumblin',Eric Clapton,Unplugged,251.768
Collision,Faith No More,Album Of The Year,204.303
Stripsearch,Faith No More,Album Of The Year,270.106
Last Cup Of Sorrow,Faith No More,Album Of The Year,251.663
Naked In Front Of The Computer,Faith No More,Album Of The Year,128.757
Helpless,Faith No More,Album Of The Year,326.217
Mouth To Mouth,Faith No More,Album Of The Year,228.493
Ashes To Ashes,Faith No More,Album Of The Year,217.391
She Loves Me Not,Faith No More,Album Of The Year,209.867
Got That Feeling,Faith No More,Album Of The Year,140.852
Paths Of Glory,Faith No More,Album Of The Year,257.253
Home Sick Home,Faith No More,Album Of The Year,119.04
Pristina,Faith No More,Album Of The Year,232.698
Land Of Sunshine,Faith No More,Angel Dust,223.921
Caffeine,Faith No More,Angel Dust,267.937
Midlife Crisis,Faith No More,Angel Dust,263.235
RV,Faith No More,Angel Dust,223.242
Smaller And Smaller,Faith No More,Angel Dust,310.831
Everything's Ruined,Faith No More,Angel Dust,273.658
Malpractice,Faith No More,Angel Dust,241.371
Kindergarten,Faith No More,Angel Dust,270.68
Be Aggressive,Faith No More,Angel Dust,222.432
A Small Victory,Faith No More,Angel Dust,297.168
Crack Hitler,Faith No More,Angel Dust,279.144
Jizzlobber,Faith No More,Angel Dust,398.341
Midnight Cowboy,Faith No More,Angel Dust,251.924
Easy,Faith No More,Angel Dust,185.835
Get Out,Faith No More,King For A Day Fool For A Lifetime,137.482
Ricochet,Faith No More,King For A Day Fool For A Lifetime,269.4
Evidence,Faith No More,King For A Day Fool For A Lifetime,293.59
The Gentle Art Of Making Enemies,Faith No More,King For A Day Fool For A Lifetime,209.319
Star A.D.,Faith No More,King For A Day Fool For A Lifetime,203.807
Cuckoo For Caca,Faith No More,King For A Day Fool For A Lifetime,222.902
Caralho Voador,Faith No More,King For A Day Fool For A Lifetime,242.102
Ugly In The Morning,Faith No More,King For A Day Fool For A Lifetime,186.435
Digging The Grave,Faith No More,King For A Day Fool For A Lifetime,185.129
Take This Bottle,Faith No More,King For A Day Fool For A Lifetime,298.997
King For A Day,Faith No More,King For A Day Fool For A Lifetime,395.859
What A Day,Faith No More,King For A Day Fool For A Lifetime,158.275
The Last To Know,Faith No More,King For A Day Fool For A Lifetime,267.833
Just A Man,Faith No More,King For A Day Fool For A Lifetime,336.666
Absolute Zero,Faith No More,King For A Day Fool For A Lifetime,181.995
From Out Of Nowhere,Faith No More,The Real Thing,202.527
Epic,Faith No More,The Real Thing,294.008
Falling To Pieces,Faith No More,The Real Thing,316.055
Surprise! You're Dead!,Faith No More,The Real Thing,147.226
Zombie Eaters,Faith No More,The Real Thing,360.881
The Real Thing,Faith No More,The Real Thing,493.635
Underwater Love,Faith No More,The Real Thing,231.993
The Morning After,Faith No More,The Real Thing,223.764
Woodpecker From Mars,Faith No More,The Real Thing,340.532
War Pigs,Faith No More,The Real Thing,464.77
Edge Of The World,Faith No More,The Real Thing,250.357
Falamansa Song,Falamansa,Deixa Entrar,237.165
Xote Dos Milagres,Falamansa,Deixa Entrar,269.557
Rindo À Toa,Falamansa,Deixa Entrar,222.066
Confidência,Falamansa,Deixa Entrar,222.197
Forró De Tóquio,Falamansa,Deixa Entrar,169.273
Zeca Violeiro,Falamansa,Deixa Entrar,143.673
Avisa,Falamansa,Deixa Entrar,355.03
Principiando/Decolagem,Falamansa,Deixa Entrar,116.767
Asas,Falamansa,Deixa Entrar,231.915
Medo De Escuro,Falamansa,Deixa Entrar,213.76
Oração,Falamansa,Deixa Entrar,271.072
Minha Gata,Falamansa,Deixa Entrar,181.838
Desaforo,Falamansa,Deixa Entrar,174.524
In Your Honor,Foo Fighters,In Your Honor [Disc 1],230.191
No Way Back,Foo Fighters,In Your Honor [Disc 1],196.675
Best Of You,Foo Fighters,In Your Honor [Disc 1],255.712
DOA,Foo Fighters,In Your Honor [Disc 1],252.186
Hell,Foo Fighters,In Your Honor [Disc 1],117.08
The Last Song,Foo Fighters,In Your Honor [Disc 1],199.523
Free Me,Foo Fighters,In Your Honor [Disc 1],278.7
Resolve,Foo Fighters,In Your Honor [Disc 1],288.731
The Deepest Blues Are Black,Foo Fighters,In Your Honor [Disc 1],238.419
End Over End,Foo Fighters,In Your Honor [Disc 1],352.078
Still,Foo Fighters,In Your Honor [Disc 2],313.182
What If I Do?,Foo Fighters,In Your Honor [Disc 2],302.994
Miracle,Foo Fighters,In Your Honor [Disc 2],209.684
Another Round,Foo Fighters,In Your Honor [Disc 2],265.848
Friend Of A Friend,Foo Fighters,In Your Honor [Disc 2],193.28
Over And Out,Foo Fighters,In Your Honor [Disc 2],316.264
On The Mend,Foo Fighters,In Your Honor [Disc 2],271.908
Virginia Moon,Foo Fighters,In Your Honor [Disc 2],229.198
Cold Day In The Sun,Foo Fighters,In Your Honor [Disc 2],200.724
Razor,Foo Fighters,In Your Honor [Disc 2],293.276
All My Life,Foo Fighters,One By One,263.653
Low,Foo Fighters,One By One,268.12
Have It All,Foo Fighters,One By One,298.057
Times Like These,Foo Fighters,One By One,266.37
Disenchanted Lullaby,Foo Fighters,One By One,273.528
Tired Of You,Foo Fighters,One By One,311.353
Halo,Foo Fighters,One By One,306.442
Lonely As You,Foo Fighters,One By One,277.185
Overdrive,Foo Fighters,One By One,270.55
Burn Away,Foo Fighters,One By One,298.396
Come Back,Foo Fighters,One By One,469.968
Doll,Foo Fighters,The Colour And The Shape,83.487
Monkey Wrench,Foo Fighters,The Colour And The Shape,231.523
"Hey, Johnny Park!",Foo Fighters,The Colour And The Shape,248.528
My Poor Brain,Foo Fighters,The Colour And The Shape,213.446
Wind Up,Foo Fighters,The Colour And The Shape,152.163
Up In Arms,Foo Fighters,The Colour And The Shape,135.732
My Hero,Foo Fighters,The Colour And The Shape,260.101
See You,Foo Fighters,The Colour And The Shape,146.782
Enough Space,Foo Fighters,The Colour And The Shape,157.387
February Stars,Foo Fighters,The Colour And The Shape,289.306
Everlong,Foo Fighters,The Colour And The Shape,250.749
Walking After You,Foo Fighters,The Colour And The Shape,303.856
New Way Home,Foo Fighters,The Colour And The Shape,342.23
My Way,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],275.879
Strangers In The Night,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],155.794
"New York, New York",Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],206.001
I Get A Kick Out Of You,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],194.429
Something Stupid,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],158.615
Moon River,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],198.922
What Now My Love,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],149.995
Summer Love,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],174.994
For Once In My Life,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],171.154
Love And Marriage,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],89.73
They Can't Take That Away From Me,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],161.227
My Kind Of Town,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],188.499
Fly Me To The Moon,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],149.263
I've Got You Under My Skin,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],210.808
The Best Is Yet To Come,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],173.583
It Was A Very Good Year,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],266.605
Come Fly With Me,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],190.458
That's Life,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],187.01
The Girl From Ipanema,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],193.75
The Lady Is A Tramp,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],184.111
"Bad, Bad Leroy Brown",Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],169.9
Mack The Knife,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],292.075
Loves Been Good To Me,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],203.964
L.A. Is My Lady,Frank Sinatra,My Way: The Best Of Frank Sinatra [Disc 1],193.175
Entrando Na Sua (Intro),Funk Como Le Gusta,Roda De Funk,179.252
Nervosa,Funk Como Le Gusta,Roda De Funk,229.537
Funk De Bamba (Com Fernanda Abreu),Funk Como Le Gusta,Roda De Funk,237.191
Call Me At Cleo´s,Funk Como Le Gusta,Roda De Funk,236.617
Olhos Coloridos (Com Sandra De Sá),Funk Como Le Gusta,Roda De Funk,321.332
Zambação,Funk Como Le Gusta,Roda De Funk,301.113
Funk Hum,Funk Como Le Gusta,Roda De Funk,244.453
Forty Days (Com DJ Hum),Funk Como Le Gusta,Roda De Funk,221.727
Balada Da Paula,Funk Como Le Gusta,Roda De Funk,322.821
Dujji,Funk Como Le Gusta,Roda De Funk,324.597
Meu Guarda-Chuva,Funk Como Le Gusta,Roda De Funk,248.528
Motéis,Funk Como Le Gusta,Roda De Funk,213.498
Whistle Stop,Funk Como Le Gusta,Roda De Funk,526.132
16 Toneladas,Funk Como Le Gusta,Roda De Funk,191.634
Divirta-Se (Saindo Da Sua),Funk Como Le Gusta,Roda De Funk,74.919
Forty Days Instrumental,Funk Como Le Gusta,Roda De Funk,292.493
Óia Eu Aqui De Novo,Gilberto Gil,As Canções de Eu Tu Eles,219.454
Baião Da Penha,Gilberto Gil,As Canções de Eu Tu Eles,247.928
Esperando Na Janela,Gilberto Gil,As Canções de Eu Tu Eles,261.041
Juazeiro,Gilberto Gil,As Canções de Eu Tu Eles,222.275
Último Pau-De-Arara,Gilberto Gil,As Canções de Eu Tu Eles,200.437
Asa Branca,Gilberto Gil,As Canções de Eu Tu Eles,217.051
Qui Nem Jiló,Gilberto Gil,As Canções de Eu Tu Eles,204.695
Assum Preto,Gilberto Gil,As Canções de Eu Tu Eles,199.653
Pau-De-Arara,Gilberto Gil,As Canções de Eu Tu Eles,191.66
A Volta Da Asa Branca,Gilberto Gil,As Canções de Eu Tu Eles,271.02
O Amor Daqui De Casa,Gilberto Gil,As Canções de Eu Tu Eles,148.636
As Pegadas Do Amor,Gilberto Gil,As Canções de Eu Tu Eles,209.136
Lamento Sertanejo,Gilberto Gil,As Canções de Eu Tu Eles,260.963
Introdução (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),154.096
Palco (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),238.315
Is This Love (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),295.262
Stir It Up (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),282.409
Refavela (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),236.695
Vendedor De Caranguejo (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),248.842
Quanta (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),357.485
Estrela (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),285.309
Pela Internet (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),263.471
Cérebro Eletrônico (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),231.627
Opachorô (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),259.526
Copacabana (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),289.671
A Novidade (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),316.969
Ghandi (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),222.458
De Ouro E Marfim (Live),Gilberto Gil,Quanta Gente Veio Ver (Live),234.971
Doce De Carnaval (Candy All),Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,356.101
Lamento De Carnaval,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,294.53
Pretinha,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,265.273
A Novidade,Eric Clapton,Unplugged,324.78
Tenho Sede,Eric Clapton,Unplugged,261.616
Refazenda,Eric Clapton,Unplugged,218.305
Realce,Eric Clapton,Unplugged,264.489
Esotérico,Eric Clapton,Unplugged,317.779
Drão,Eric Clapton,Unplugged,301.453
A Paz,Eric Clapton,Unplugged,293.093
Beira Mar,Eric Clapton,Unplugged,295.444
Sampa,Eric Clapton,Unplugged,225.697
Parabolicamará,Eric Clapton,Unplugged,284.943
Tempo Rei,Eric Clapton,Unplugged,302.733
Expresso 2222,Eric Clapton,Unplugged,284.76
Aquele Abraço,Eric Clapton,Unplugged,263.993
Palco,Eric Clapton,Unplugged,270.55
Toda Menina Baiana,Eric Clapton,Unplugged,278.177
Sítio Do Pica-Pau Amarelo,Eric Clapton,Unplugged,218.07
Straight Out Of Line,Godsmack,Faceless,259.213
Faceless,Godsmack,Faceless,216.006
Changes,Godsmack,Faceless,260.022
Make Me Believe,Godsmack,Faceless,248.607
I Stand Alone,Godsmack,Faceless,246.125
Re-Align,Godsmack,Faceless,260.884
I Fucking Hate You,Godsmack,Faceless,247.17
Releasing The Demons,Godsmack,Faceless,252.76
Dead And Broken,Godsmack,Faceless,251.454
I Am,Godsmack,Faceless,239.516
The Awakening,Godsmack,Faceless,89.547
Serenity,Godsmack,Faceless,274.834
American Idiot,Green Day,American Idiot,174.419
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,Green Day,American Idiot,548.336
Holiday,Green Day,American Idiot,232.724
Boulevard Of Broken Dreams,Green Day,American Idiot,260.858
Are We The Waiting,Green Day,American Idiot,163.004
St. Jimmy,Green Day,American Idiot,175.307
Give Me Novacaine,Green Day,American Idiot,205.871
She's A Rebel,Green Day,American Idiot,120.528
Extraordinary Girl,Green Day,American Idiot,214.021
Letterbomb,Green Day,American Idiot,246.151
Wake Me Up When September Ends,Green Day,American Idiot,285.753
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,Green Day,American Idiot,558.602
Whatsername,Green Day,American Idiot,252.316
Welcome to the Jungle,Guns N' Roses,Appetite for Destruction,273.552
It's So Easy,Guns N' Roses,Appetite for Destruction,202.824
Nightrain,Guns N' Roses,Appetite for Destruction,268.537
Out Ta Get Me,Guns N' Roses,Appetite for Destruction,263.893
Mr. Brownstone,Guns N' Roses,Appetite for Destruction,228.924
Paradise City,Guns N' Roses,Appetite for Destruction,406.347
My Michelle,Guns N' Roses,Appetite for Destruction,219.961
Think About You,Guns N' Roses,Appetite for Destruction,231.64
Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction,356.424
You're Crazy,Guns N' Roses,Appetite for Destruction,197.135
Anything Goes,Guns N' Roses,Appetite for Destruction,206.4
Rocket Queen,Guns N' Roses,Appetite for Destruction,375.349
Right Next Door to Hell,Guns N' Roses,Use Your Illusion I,182.321
Dust N' Bones,Guns N' Roses,Use Your Illusion I,298.374
Live and Let Die,Guns N' Roses,Use Your Illusion I,184.016
Don't Cry (Original),Guns N' Roses,Use Your Illusion I,284.744
Perfect Crime,Guns N' Roses,Use Your Illusion I,143.637
You Ain't the First,Guns N' Roses,Use Your Illusion I,156.268
Bad Obsession,Guns N' Roses,Use Your Illusion I,328.282
Back off Bitch,Guns N' Roses,Use Your Illusion I,303.436
Double Talkin' Jive,Guns N' Roses,Use Your Illusion I,203.637
November Rain,Guns N' Roses,Use Your Illusion I,537.54
The Garden,Guns N' Roses,Use Your Illusion I,322.175
Garden of Eden,Guns N' Roses,Use Your Illusion I,161.539
Don't Damn Me,Guns N' Roses,Use Your Illusion I,318.901
Bad Apples,Guns N' Roses,Use Your Illusion I,268.351
Dead Horse,Guns N' Roses,Use Your Illusion I,257.6
Civil War,Guns N' Roses,Use Your Illusion II,461.165
14 Years,Guns N' Roses,Use Your Illusion II,261.355
Yesterdays,Guns N' Roses,Use Your Illusion II,196.205
Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II,336.457
Get In The Ring,Guns N' Roses,Use Your Illusion II,341.054
Shotgun Blues,Guns N' Roses,Use Your Illusion II,203.206
Breakdown,Guns N' Roses,Use Your Illusion II,424.96
Pretty Tied Up,Guns N' Roses,Use Your Illusion II,287.477
Locomotive,Guns N' Roses,Use Your Illusion II,522.396
So Fine,Guns N' Roses,Use Your Illusion II,246.491
Estranged,Guns N' Roses,Use Your Illusion II,563.8
You Could Be Mine,Guns N' Roses,Use Your Illusion II,343.875
Don't Cry,Guns N' Roses,Use Your Illusion II,284.238
My World,Guns N' Roses,Use Your Illusion II,84.532
Colibri,Incognito,Blue Moods,361.012
Love Is The Colour,Incognito,Blue Moods,251.585
Magnetic Ocean,Incognito,Blue Moods,321.123
Deep Waters,Incognito,Blue Moods,396.46
L'Arc En Ciel De Miles,Incognito,Blue Moods,242.39
Gypsy,Incognito,Blue Moods,330.997
Journey Into Sunlight,Incognito,Blue Moods,249.756
Sunchild,Incognito,Blue Moods,259.97
Millenium,Incognito,Blue Moods,379.167
Thinking 'Bout Tomorrow,Incognito,Blue Moods,355.395
Jacob's Ladder,Incognito,Blue Moods,367.647
She Wears Black,Incognito,Blue Moods,528.666
Dark Side Of The Cog,Incognito,Blue Moods,377.155
Different World,Iron Maiden,A Matter of Life and Death,258.692
These Colours Don't Run,Iron Maiden,A Matter of Life and Death,412.152
Brighter Than a Thousand Suns,Iron Maiden,A Matter of Life and Death,526.255
The Pilgrim,Iron Maiden,A Matter of Life and Death,307.593
The Longest Day,Iron Maiden,A Matter of Life and Death,467.81
Out of the Shadows,Iron Maiden,A Matter of Life and Death,336.896
The Reincarnation of Benjamin Breeg,Iron Maiden,A Matter of Life and Death,442.106
For the Greater Good of God,Iron Maiden,A Matter of Life and Death,564.893
Lord of Light,Iron Maiden,A Matter of Life and Death,444.614
The Legacy,Iron Maiden,A Matter of Life and Death,562.966
Hallowed Be Thy Name (Live) [Non Album Bonus Track],Iron Maiden,A Matter of Life and Death,431.262
The Number Of The Beast,Iron Maiden,A Real Dead One,294.635
The Trooper,Iron Maiden,A Real Dead One,235.311
Prowler,Iron Maiden,A Real Dead One,255.634
Transylvania,Iron Maiden,A Real Dead One,265.874
Remember Tomorrow,Iron Maiden,A Real Dead One,352.731
Where Eagles Dare,Iron Maiden,A Real Dead One,289.358
Sanctuary,Iron Maiden,A Real Dead One,293.25
Running Free,Iron Maiden,A Real Dead One,228.937
Run To The Hilss,Iron Maiden,A Real Dead One,237.557
2 Minutes To Midnight,Iron Maiden,A Real Dead One,337.423
Iron Maiden,Iron Maiden,A Real Dead One,324.623
Hallowed Be Thy Name,Iron Maiden,A Real Dead One,471.849
Be Quick Or Be Dead,Iron Maiden,A Real Live One,196.911
From Here To Eternity,Iron Maiden,A Real Live One,259.866
Can I Play With Madness,Iron Maiden,A Real Live One,282.488
Wasting Love,Iron Maiden,A Real Live One,347.846
Tailgunner,Iron Maiden,A Real Live One,249.469
The Evil That Men Do,Iron Maiden,A Real Live One,325.929
Afraid To Shoot Strangers,Iron Maiden,A Real Live One,407.98
Bring Your Daughter... To The Slaughter,Iron Maiden,A Real Live One,317.727
Heaven Can Wait,Iron Maiden,A Real Live One,448.574
The Clairvoyant,Iron Maiden,A Real Live One,269.871
Fear Of The Dark,Iron Maiden,A Real Live One,431.333
The Wicker Man,Iron Maiden,Brave New World,275.539
Ghost Of The Navigator,Iron Maiden,Brave New World,410.07
Brave New World,Iron Maiden,Brave New World,378.984
Blood Brothers,Iron Maiden,Brave New World,434.442
The Mercenary,Iron Maiden,Brave New World,282.488
Dream Of Mirrors,Iron Maiden,Brave New World,561.162
The Fallen Angel,Iron Maiden,Brave New World,240.718
